match_id,country,league,season,week,date,home_team,away_team,home_goal,away_goal,result,home_lineup,away_lineup,home_passes,away_passes
0,fake,fake,1990,2,0,Queens Park Rangers,Norwich City,4.0,2.0,win,David Silva - Marc-Antoine Fortuné - Andrey Arshavin - David Wheater - Ivan Klasnic - Mark Davies - Jonás Gutiérrez - David Dunn - Clint Dempsey - Glenn Whelan - Luke Young,Gary Cahill - DJ Campbell - Gary Gardner - Gervinho - Garry Monk - Mark Gower - Djibril Cissé - Kyle Naughton - Dorus de Vries - Marc Albrighton - Anderson,43 - 41 - 42 - 12 - 7 - 20 - 45 - 41 - 21 - 30 - 25,14 - 18 - 44 - 10 - 5 - 5 - 11 - 18 - 47 - 30 - 41
0,fake,fake,1990,2,0,Wolverhampton Wanderers,Swansea City,2.0,3.0,loss,Kevin Davies - Bradley Orr - Adam Bogdan - Glen Johnson - Jack Colback - Darren Fletcher - Alexandre Song - Dedryck Boyata - Asamoah Gyan - Didier Drogba - Christophe Berra,Joey Barton - Adam Drury - Jean Beausejour - Cameron Jerome - Andy Wilkinson - Benoit Assou-Ekotto - Mark Schwarzer - Danny Murphy - Ashley Cole - Fernando Torres - Grant Holt,32 - 16 - 33 - 8 - 18 - 16 - 40 - 19 - 5 - 9 - 22,17 - 46 - 4 - 14 - 14 - 29 - 19 - 25 - 33 - 9 - 42
0,fake,fake,1990,2,0,Sunderland,Manchester City,3.0,2.0,win,Jack Rodwell - Bryan Ruiz - Joleon Lescott - Leighton Baines - Carlos Tevez - Brett Emerton - Branislav Ivanovic - Lucas Leiva - Bobby Zamora - Adlène Guédioura - Charlie Adam,Ali Al Habsi - Denis Stracqualursi - Leon Best - Clint Hill - Gabriel Obertan - Leroy Lita - Jon Flanagan - Gareth McAuley - James Collins - Jonjo Shelvey - Luke Moore,34 - 42 - 14 - 44 - 23 - 44 - 31 - 37 - 7 - 2 - 29,44 - 29 - 46 - 27 - 19 - 6 - 30 - 2 - 17 - 5 - 23
0,fake,fake,1990,3,0,Everton,Bolton Wanderers,2.0,2.0,tie,Luka Modric - Alejandro Faurlin - Charles N'Zogbia - Emmanuel Adebayor - Asmir Begovic - Leon Barnett - Andrea Orlandi - Laurent Koscielny - Aaron Lennon - Kevin Foley - David de Gea,David Stockdale - Ben Amos - Jake Livermore - Jermaine Jenas - Ashley Williams - Adam Hammill - Craig Gardner - Fitz Hall - Andreas Weimann - Florent Malouda - Kyle Walker,31 - 7 - 36 - 19 - 29 - 11 - 7 - 9 - 18 - 34 - 11,26 - 9 - 32 - 19 - 23 - 12 - 22 - 36 - 16 - 14 - 6
0,fake,fake,1990,3,0,Newcastle United,Wigan Athletic,2.0,3.0,loss,Haris Vuckic - Jason Lowe - John Obi Mikel - Fabricio Coloccini - Jussi Jääskeläinen - Mahamadou Diarra - Jonny Howson - Fabian Delph - Danny Gabbidon - Kenwyne Jones - Jonas Olsson,Declan Rudd - Keiren Westwood - Liam Ridgewell - Jay Bothroyd - Joe Hart - Frank Lampard - Ledley King - Gaël Givet - Emmerson Boyce - Conor Sammon - André Santos,41 - 35 - 1 - 29 - 12 - 12 - 32 - 10 - 8 - 18 - 30,27 - 37 - 29 - 38 - 24 - 38 - 34 - 7 - 32 - 15 - 20
0,fake,fake,1990,3,0,Fulham,Stoke City,2.0,2.0,tie,James McFadden - Billy Jones - Chris Smalling - Danny Guthrie - Daniel Sturridge - David Goodwillie - Fábio Aurélio - Louis Saha - Ciaran Clark - Franco Di Santo - Fabio,Jonathan Walters - David Junior Hoilett - Marc Wilson - Ashley Young - Edin Dzeko - Gabriel Tamas - Fabrice Muamba - Christopher Samba - Angel Rangel - Hugo Rodallega - Aleksandar Kolarov,37 - 14 - 5 - 48 - 34 - 23 - 8 - 8 - 6 - 14 - 25,25 - 3 - 14 - 26 - 33 - 31 - 7 - 17 - 18 - 37 - 23
0,fake,fake,1990,3,0,Blackburn Rovers,Liverpool,3.0,1.0,win,José Enrique - Hatem Ben Arfa - Gabriel Agbonlahor - Danny Simpson - David Luiz - Jamie Carragher - Alex Oxlade-Chamberlain - Apostolos Vellios - Luis Antonio Valencia - Kieran Gibbs - Eric Lichaj,Joe Riley - Aaron Wilbraham - Brede Hangeland - Emmanuel Frimpong - Brad Friedel - David Fox - Armand Traore - John Heitinga - Leon Britton - Gonzalo Jara - James McArthur,30 - 45 - 18 - 9 - 24 - 24 - 29 - 40 - 5 - 44 - 26,19 - 22 - 21 - 40 - 23 - 9 - 9 - 17 - 5 - 13 - 22
0,fake,fake,1990,3,0,Chelsea,Manchester United,3.0,4.0,loss,Andy Carroll - Chris Brunt - Graham Dorrans - Francis Coquelin - Andrew Surman - George Elokobi - Darron Gibson - Marc Tierney - Kerim Frei - James Milner - Gary Caldwell,John Ruddy - Darren Pratley - James Morrison - Grant Hanley - Aaron Hughes - Magaye Gueye - Jonathan Woodgate - Kolo Touré - Danny Graham - Jason Roberts - Bacary Sagna,7 - 28 - 34 - 27 - 6 - 20 - 44 - 9 - 34 - 43 - 32,43 - 18 - 40 - 8 - 47 - 19 - 34 - 25 - 42 - 44 - 6
0,fake,fake,1990,3,0,Tottenham Hotspur,Aston Villa,3.0,2.0,win,Kemy Agustien - Jermaine Beckford - Keith Andrews - Josh McEachran - Juan Mata - Dimitar Berbatov - John Terry - Anton Ferdinand - David Jones - Henrique Hilário - Dean Whitehead,David Davis - Chris Martin - Daniel Agger - Karl Henry - Adam Johnson - Darren Bent - Anthony Modeste - Davide Santon - James Perch - Jermain Defoe - Kieron Dyer,2 - 31 - 38 - 9 - 35 - 26 - 42 - 38 - 36 - 28 - 7,17 - 28 - 44 - 18 - 41 - 12 - 4 - 40 - 12 - 38 - 0
0,fake,fake,1990,3,0,West Bromwich Albion,Queens Park Rangers,3.0,4.0,loss,Luis Suárez - Cheick Tioté - David Edwards - Connor Wickham - Chris Baird - Gareth Barry - Jamie Mackie - Gylfi Sigurdsson - Jamie O'Hara - Anthony Pilkington - Bradley Johnson,David Dunn - Mark Davies - Andrey Arshavin - Jonás Gutiérrez - Adam Henley - Luke Young - Glenn Whelan - Clint Dempsey - Chicharito - Marc-Antoine Fortuné - Fraizer Campbell,45 - 28 - 25 - 47 - 13 - 21 - 21 - 34 - 21 - 4 - 32,41 - 20 - 42 - 45 - 18 - 25 - 30 - 21 - 40 - 41 - 28
0,fake,fake,1990,3,0,Arsenal,Wolverhampton Wanderers,4.0,2.0,win,Mark Bunn - Kieran Richardson - Brad Guzan - Marcos Alonso - Heidar Helguson - Craig Dawson - Carlos Cuellar - Andrew Johnson - Elliott Ward - Lee Cattermole - Anders Lindegaard,Jack Colback - Adam Bogdan - Dedryck Boyata - Glen Johnson - Didier Drogba - Jody Craddock - Alexandre Song - Alan Hutton - Kevin Davies - Antolín Alcaraz - Christophe Berra,40 - 32 - 23 - 43 - 38 - 6 - 46 - 37 - 46 - 12 - 23,18 - 33 - 19 - 8 - 9 - 19 - 40 - 24 - 32 - 32 - 22
0,fake,fake,1990,3,0,Norwich City,Sunderland,2.0,3.0,loss,Albert Crusat - Gary Gardner - DJ Campbell - Gary Cahill - Djibril Cissé - Mark Gower - Garry Monk - Marc Albrighton - Kyle Naughton - Anderson - Gervinho,Charlie Adam - Leighton Baines - Jack Rodwell - Bobby Zamora - Lucas Leiva - Adlène Guédioura - Danny Higginbotham - Joleon Lescott - Brett Emerton - Branislav Ivanovic - Bryan Ruiz,40 - 44 - 18 - 14 - 11 - 5 - 5 - 30 - 18 - 41 - 10,29 - 44 - 34 - 7 - 37 - 2 - 26 - 14 - 44 - 31 - 42
0,fake,fake,1990,3,0,Swansea City,Manchester City,2.0,2.0,tie,Jean Beausejour - Grant Holt - Andy Wilkinson - Alex - Adam Drury - Cameron Jerome - Aaron Ramsey - Danny Murphy - John Arne Riise - Joey Barton - Benoit Assou-Ekotto,Luke Moore - Gabriel Obertan - Jon Flanagan - Demba Ba - Leroy Lita - Leon Best - Ali Al Habsi - Jonjo Shelvey - James Collins - Gareth McAuley - Clint Hill,4 - 42 - 14 - 31 - 46 - 14 - 5 - 25 - 26 - 17 - 29,23 - 19 - 30 - 11 - 6 - 46 - 44 - 5 - 17 - 2 - 27
0,fake,fake,1990,4,0,Wigan Athletic,Everton,4.0,2.0,win,Jay Bothroyd - Chris Herd - Keiren Westwood - Marouane Chamakh - Ledley King - Emmerson Boyce - Declan Rudd - Frank Lampard - Joe Hart - André Santos - Liam Ridgewell,Asmir Begovic - Charles N'Zogbia - David de Gea - Kevin Foley - Aaron Lennon - Alejandro Faurlin - Emmanuel Adebayor - Laurent Koscielny - Leon Barnett - Johan Djourou - Damien Duff,38 - 31 - 37 - 44 - 34 - 32 - 27 - 38 - 24 - 20 - 29,29 - 36 - 11 - 34 - 18 - 7 - 19 - 9 - 11 - 16 - 28
0,fake,fake,1990,4,0,Stoke City,Bolton Wanderers,2.0,2.0,tie,Jay Spearing - Anthony Forde - Ashley Young - Hugo Rodallega - Edin Dzeko - Fabrice Muamba - Gabriel Tamas - Angel Rangel - Marc Wilson - Aleksandar Kolarov - Jonathan Walters,Florent Malouda - Jermaine Jenas - Ben Amos - Craig Gardner - Leon Osman - Elliott Bennett - Kyle Walker - David Stockdale - Adam Hammill - Fitz Hall - Ashley Williams,12 - 26 - 26 - 37 - 33 - 7 - 31 - 18 - 14 - 23 - 25,14 - 19 - 9 - 22 - 46 - 38 - 6 - 26 - 12 - 36 - 23
0,fake,fake,1990,4,0,Liverpool,Newcastle United,2.0,2.0,tie,James McArthur - Brad Friedel - Joe Riley - Emmanuel Frimpong - Armand Traore - Jermaine Pennant - Gonzalo Jara - Adel Taarabt - Aaron Wilbraham - John Heitinga - David Fox,Kevin Doyle - John Obi Mikel - John O'Shea - Fabian Delph - Jussi Jääskeläinen - Jonas Olsson - Kenwyne Jones - Fabricio Coloccini - Jonny Howson - Jason Lowe - Mahamadou Diarra,22 - 23 - 19 - 40 - 9 - 35 - 13 - 34 - 22 - 17 - 9,20 - 1 - 24 - 10 - 12 - 30 - 18 - 29 - 32 - 35 - 12
0,fake,fake,1990,4,0,Manchester United,Fulham,4.0,3.0,win,Kolo Touré - Aaron Hughes - Danny Graham - Jason Roberts - John Ruddy - Darren Pratley - James Morrison - Bacary Sagna - Magaye Gueye - Jonathan Woodgate - Grant Hanley,Daniel Sturridge - Chris Smalling - David Goodwillie - James McFadden - Dirk Kuyt - Ciaran Clark - Carl Jenkinson - Fabio - David N'Gog - Louis Saha - Danny Guthrie,25 - 47 - 42 - 44 - 43 - 18 - 40 - 6 - 19 - 34 - 8,34 - 5 - 23 - 37 - 30 - 6 - 33 - 25 - 42 - 8 - 48
0,fake,fake,1990,4,0,Aston Villa,Blackburn Rovers,3.0,3.0,tie,Daniel Agger - Adam Johnson - Davide Santon - Darren Bent - Kieron Dyer - Karl Henry - Grétar Steinsson - Ben Watson - Jonny Evans - Jermain Defoe - Chris Martin,Hatem Ben Arfa - Apostolos Vellios - Dickson Etuhu - Eric Lichaj - José Enrique - Luis Antonio Valencia - Daniel Ayala - Alex Oxlade-Chamberlain - Danny Rose - Gabriel Agbonlahor - Jamie Carragher,44 - 41 - 40 - 12 - 0 - 18 - 5 - 24 - 23 - 38 - 28,45 - 40 - 40 - 26 - 30 - 5 - 30 - 29 - 11 - 18 - 24
0,fake,fake,1990,4,0,Queens Park Rangers,Chelsea,3.0,2.0,win,Ivan Klasnic - Fraizer Campbell - David Silva - David Dunn - David Wheater - Clint Dempsey - Glenn Whelan - Mark Davies - Adam Henley - Marc-Antoine Fortuné - Jonás Gutiérrez,James McClean - Andrew Surman - Kerim Frei - Graham Dorrans - James Milner - Gary Caldwell - Marcus Olsson - Andy Carroll - Chris Eagles - Chris Brunt - George Elokobi,7 - 28 - 43 - 41 - 12 - 21 - 30 - 20 - 18 - 41 - 45,17 - 6 - 34 - 34 - 43 - 32 - 12 - 7 - 10 - 28 - 20
0,fake,fake,1990,4,0,Wolverhampton Wanderers,Tottenham Hotspur,2.0,3.0,loss,Bradley Orr - Darren Fletcher - Kevin Davies - Jack Colback - Alan Hutton - Didier Drogba - Alexandre Song - Christophe Berra - Jody Craddock - Asamoah Gyan - Glen Johnson,John Terry - Craig Bellamy - Henrique Hilário - Anton Ferdinand - Jerome Thomas - Josh McEachran - Jermaine Beckford - Dean Whitehead - Kemy Agustien - Keith Andrews - Juan Mata,16 - 16 - 32 - 18 - 24 - 9 - 40 - 22 - 19 - 5 - 8,42 - 24 - 28 - 38 - 39 - 9 - 31 - 7 - 2 - 38 - 35
0,fake,fake,1990,4,0,Sunderland,West Bromwich Albion,3.0,3.0,tie,Bryan Ruiz - Bobby Zamora - Brett Emerton - Branislav Ivanovic - Andrew Crofts - Adlène Guédioura - Charlie Adam - Joleon Lescott - Jack Rodwell - Danny Higginbotham - Lucas Leiva,Luis Suárez - David Edwards - Doni - Gareth Barry - Connor Wickham - Jazz Richards - Jamie Mackie - Bradley Johnson - Chris Baird - Gylfi Sigurdsson - Jamie O'Hara,42 - 7 - 44 - 31 - 7 - 2 - 29 - 14 - 34 - 26 - 37,45 - 25 - 27 - 21 - 47 - 16 - 21 - 32 - 13 - 34 - 21
0,fake,fake,1990,4,0,Manchester City,Arsenal,2.0,4.0,loss,Clint Hill - Jonjo Shelvey - Leon Best - Craig Gordon - Leroy Lita - Gareth McAuley - Gabriel Obertan - James Collins - Luke Moore - Demba Ba - Denis Stracqualursi,Mark Bunn - Heidar Helguson - Anders Lindegaard - Ben Foster - Kieran Richardson - David Pizarro - Marcos Alonso - Elliott Ward - Carlos Cuellar - Lee Cattermole - Jordan Henderson,27 - 5 - 46 - 45 - 6 - 2 - 19 - 17 - 23 - 11 - 29,40 - 38 - 23 - 30 - 32 - 2 - 43 - 46 - 46 - 12 - 32
0,fake,fake,1990,4,0,Swansea City,Norwich City,2.0,3.0,loss,Adam Drury - Jean Beausejour - Andy Wilkinson - John Arne Riise - Fernando Torres - Danny Murphy - Grant Holt - Aaron Ramsey - Ashley Cole - Alex - Joey Barton,Eggert Jónsson - Gary Gardner - Gary Cahill - Kyle Naughton - Anderson - Marc Albrighton - Landon Donovan - Garry Monk - Mark Gower - Djibril Cissé - Dorus de Vries,46 - 4 - 14 - 26 - 9 - 25 - 42 - 5 - 33 - 31 - 17,3 - 44 - 14 - 18 - 41 - 30 - 36 - 5 - 5 - 11 - 47
0,fake,fake,1990,5,0,Everton,Stoke City,1.0,2.0,loss,Damien Duff - Emmanuel Adebayor - Luka Modric - Johan Djourou - Joe Allen - Alejandro Faurlin - Asmir Begovic - Leon Barnett - Aaron Lennon - David de Gea - Andrea Orlandi,Gabriel Tamas - Marc Wilson - Anthony Forde - Angel Rangel - Aleksandar Kolarov - Hugo Rodallega - Jonathan Walters - Edin Dzeko - Christopher Samba - Ashley Young - Fabrice Muamba,28 - 19 - 31 - 16 - 13 - 7 - 29 - 11 - 18 - 11 - 7,31 - 14 - 26 - 18 - 23 - 37 - 25 - 33 - 17 - 26 - 7
0,fake,fake,1990,5,0,Wigan Athletic,Liverpool,3.0,2.0,win,Joe Hart - José Bosingwa - Gaël Givet - Jay Bothroyd - André Santos - Frank Lampard - Keiren Westwood - Declan Rudd - Chris Herd - Liam Ridgewell - Ledley King,Aaron Wilbraham - Jermaine Pennant - Leon Britton - James McArthur - Brad Friedel - Joe Riley - Diniyar Bilyaletdinov - Brede Hangeland - Gonzalo Jara - Adel Taarabt - Armand Traore,24 - 11 - 7 - 38 - 20 - 38 - 37 - 27 - 31 - 29 - 34,22 - 35 - 5 - 22 - 23 - 19 - 26 - 21 - 13 - 34 - 9
0,fake,fake,1990,5,0,Bolton Wanderers,Manchester United,3.0,4.0,loss,Fitz Hall - Adam Hammill - Jermaine Jenas - Andreas Weimann - Craig Gardner - Jordi Gómez - Leon Osman - Ben Amos - Kyle Walker - Ashley Williams - Elliott Bennett,David Vaughan - Bacary Sagna - James McCarthy - Aaron Hughes - Jonathan Woodgate - Grant Hanley - Magaye Gueye - Darren Pratley - Danny Graham - Kolo Touré - Jason Roberts,36 - 12 - 19 - 16 - 22 - 39 - 46 - 9 - 6 - 23 - 38,22 - 6 - 45 - 47 - 34 - 8 - 19 - 18 - 42 - 25 - 44
0,fake,fake,1990,5,0,Newcastle United,Aston Villa,2.0,3.0,loss,John O'Shea - Mahamadou Diarra - Mario Balotelli - Jonny Howson - Haris Vuckic - Danny Gabbidon - Jussi Jääskeläinen - Jonas Olsson - Fabricio Coloccini - Kenwyne Jones - John Obi Mikel,Chris Martin - James Perch - Anthony Modeste - Davide Santon - Grétar Steinsson - Ben Watson - Jermain Defoe - Darren Bent - Daniel Agger - Jonny Evans - Adam Johnson,24 - 12 - 16 - 32 - 41 - 8 - 12 - 30 - 29 - 18 - 1,28 - 12 - 4 - 40 - 5 - 24 - 38 - 12 - 44 - 23 - 41
